date,Open,High,Low,Close,Volume,InterestRate,ExchangeRate,VIX,TEDSpread,EFFR,Gold,Oil
2012/9/14,8.086667061,8.166666985,8.06000042,8.156666756,4963200,0.14,1.3142,14.51,0.28,0.16,1769.800049,99
2012/9/17,8.133333206,8.149999619,7.960000038,8.03666687,4947600,0.14,1.3125,14.59,0.27,0.16,1767.699951,96.62000275
2012/9/18,7.989999771,8.013333321,7.873332977,7.880000114,3783900,0.14,1.3051,14.18,0.28,0.16,1768.400024,95.29000092
2012/9/19,7.866666794,8.006667137,7.833333015,8,5836500,0.14,1.3065,13.88,0.27,0.15,1769,91.98000336
2012/9/20,7.966667175,7.976666927,7.863333225,7.900000095,4000200,0.14,1.2948,14.07,0.26,0.16,1767.699951,91.87000275
2012/9/21,7.953332901,7.976666927,7.880000114,7.929999828,5618400,0.14,1.299,13.98,0.26,0.15,1775.5,92.88999939
2012/9/24,7.883333206,7.966667175,7.756667137,7.906667233,4132800,0.14,1.2909,14.15,0.26,0.16,1762.099976,91.93000031
2012/9/25,7.956666946,7.960000038,7.693333149,7.723332882,4386300,0.14,1.2945,15.43,0.25,0.15,1763.800049,91.37000275
2012/9/26,7.730000019,7.730000019,7.626667023,7.636666775,2909100,0.14,1.2852,16.81,0.25,0.15,1750.599976,89.98000336
2012/9/27,7.706666946,7.860000134,7.639999866,7.806666851,4180500,0.14,1.2874,14.84,0.27,0.14,1777.599976,91.84999847
2012/9/28,7.753333092,7.813333035,7.699999809,7.763332844,3616800,0.14,1.2856,15.73,0.26,0.09,1771.099976,92.19000244
2012/10/1,7.793333054,7.906667233,7.789999962,7.843332767,3969300,0.16,1.29,16.32,0.27,0.15,1780.5,92.48000336
2012/10/2,7.880000114,7.880000114,7.766666889,7.773333073,5739600,0.16,1.2951,15.71,0.26,0.16,1772.699951,91.88999939
2012/10/3,7.776667118,7.800000191,7.726666927,7.75,2630400,0.16,1.2909,15.43,0.26,0.16,1777.300049,88.13999939
2012/10/4,7.793333054,7.936666965,7.75,7.900000095,2728500,0.16,1.3001,14.55,0.25,0.15,1794.099976,91.70999908
2012/10/5,7.940000057,8.006667137,7.849999905,7.863333225,3306600,0.16,1.3059,14.33,0.24,0.15,1778.599976,89.87999725
2012/10/8,7.81666708,7.906667233,7.800000191,7.846666813,2064600,0.16,1.3059,15.11,0.24,0.15,1773.5,89.33000183
2012/10/9,7.820000172,7.856667042,7.723332882,7.769999981,2862600,0.16,1.2876,16.37,0.25,0.16,1763,92.38999939
2012/10/10,7.820000172,7.920000076,7.776667118,7.853332996,4235400,0.16,1.2888,16.29,0.24,0.16,1763.199951,91.25
2012/10/11,7.929999828,7.929999828,7.820000172,7.833333015,2696400,0.16,1.2928,15.59,0.24,0.16,1768.800049,92.06999969
2012/10/12,7.820000172,7.843332767,7.71999979,7.753333092,3059400,0.16,1.2946,16.14,0.22,0.16,1758,91.86000061
2012/10/15,7.760000229,7.906667233,7.703332901,7.896667004,2980500,0.16,1.295,15.27,0.22,0.16,1736,91.84999847
2012/10/16,7.936666965,8.056667328,7.889999866,8.026666641,3705000,0.16,1.3036,15.22,0.23,0.16,1744.699951,92.08999634
2012/10/17,8.013333321,8.163332939,7.953332901,8.156666756,3199200,0.16,1.3133,15.07,0.21,0.15,1751.5,92.12000275
2012/10/18,8.140000343,8.193332672,8.119999886,8.18999958,3156900,0.16,1.3106,15.03,0.22,0.15,1743.300049,92.09999847
2012/10/19,8.143333435,8.18999958,8.010000229,8.090000153,3621300,0.16,1.3022,17.06,0.22,0.16,1722.800049,90.05000305
2012/10/22,8.023332596,8.116666794,7.96999979,8.043333054,3663000,0.16,1.3063,16.62,0.22,0.15,1725.099976,88.73000336
2012/10/23,7.949999809,8.126667023,7.916666985,8.043333054,5095500,0.16,1.2971,18.83,0.21,0.15,1708.300049,86.66999817
2012/10/24,8.073332787,8.143333435,7.826666832,7.860000134,7630500,0.16,1.2946,18.33,0.2,0.17,1700.5,85.73000336
2012/10/25,7.866666794,8.056667328,7.849999905,7.956666946,4948500,0.16,1.2958,18.12,0.2,0.16,1712,86.05000305
2012/10/26,7.96333313,7.989999771,7.880000114,7.923333168,1708800,0.16,1.2938,17.81,0.19,0.16,1710.900024,86.27999878
2012/10/29,7.96333313,7.989999771,7.880000114,7.923333168,1708800,0.16,1.2906,17.81,0.17,0.17,1710.900024,86.27999878
2012/10/30,7.96333313,7.989999771,7.880000114,7.923333168,1708800,0.16,1.2979,17.81,0.17,0.17,1710.900024,86.27999878
2012/10/31,7.996666908,8.010000229,7.893332958,7.926667213,4691700,0.16,1.2958,18.6,0.2,0.18,1717.5,86.23999786
2012/11/1,7.96333313,8.100000381,7.916666985,8.053333282,4595400,0.16,1.2937,16.69,0.22,0.17,1714.099976,87.08999634
2012/11/2,8.093333244,8.116666794,8.006667137,8.006667137,2678100,0.16,1.2848,17.59,0.22,0.16,1674.099976,84.86000061
2012/11/5,7.966667175,8.119999886,7.93333292,8.093333244,2248200,0.16,1.279,18.42,0.2,0.17,1682.199951,85.65000153
2012/11/6,8.109999657,8.173333168,8.033332825,8.136667252,2984700,0.16,1.2818,17.58,0.21,0.16,1714.099976,88.70999908
2012/11/7,8.033332825,8.066666603,7.906667233,7.929999828,4749300,0.16,1.2759,19.08,0.21,0.16,1713.199951,84.44000244
2012/11/8,7.916666985,8.050000191,7.849999905,7.853332996,3213300,0.16,1.274,18.49,0.21,0.16,1725.400024,85.08999634
2012/11/9,7.840000153,7.976666927,7.826666832,7.863333225,2666100,0.16,1.2715,18.61,0.22,0.16,1730.300049,86.06999969
2012/11/12,7.886666775,7.940000057,7.776667118,7.826666832,2160000,0.16,1.2715,16.68,0.22,0.16,1730.300049,85.56999969
2012/11/13,7.783332825,7.906667233,7.71999979,7.71999979,2829900,0.16,1.2716,16.65,0.2,0.16,1724.199951,85.37999725
2012/11/14,7.733333111,7.760000229,7.590000153,7.603332996,5094300,0.16,1.274,17.92,0.21,0.16,1729.5,86.31999969
2012/11/15,7.596666813,7.703332901,7.543333054,7.690000057,4847100,0.16,1.2783,17.99,0.23,0.16,1713.300049,85.44999695
2012/11/16,7.693333149,7.723332882,7.603332996,7.650000095,5291100,0.16,1.2715,16.41,0.25,0.16,1714.300049,86.66999817
2012/11/19,7.736667156,7.773333073,7.699999809,7.766666889,3932400,0.16,1.2806,15.24,0.22,0.16,1734,89.27999878
2012/11/20,7.75,7.75,7.650000095,7.706666946,4019400,0.16,1.2814,15.08,0.23,0.16,1723.199951,86.75
2012/11/21,7.716667175,7.75,7.659999847,7.743332863,1744500,0.16,1.2816,15.31,0.21,0.16,1727.900024,87.37999725
2012/11/22,7.716667175,7.75,7.659999847,7.743332863,1744500,0.16,1.2816,15.31,0.21,0.16,1727.900024,87.37999725
2012/11/23,7.78000021,7.93333292,7.736667156,7.926667213,1608600,0.16,1.2959,15.14,0.21,0.16,1751.300049,88.27999878
2012/11/26,7.906667233,7.926667213,7.820000172,7.846666813,2339100,0.16,1.2966,15.5,0.21,0.16,1749.5,87.73999786
2012/11/27,7.826666832,7.929999828,7.809999943,7.869999886,2873100,0.16,1.294,15.92,0.21,0.16,1742.199951,87.18000031
2012/11/28,7.820000172,8.063332558,7.820000172,7.983333111,5277000,0.16,1.2923,15.51,0.21,0.16,1716.5,86.48999786
2012/11/29,8,8.116666794,7.973332882,8.086667061,2909100,0.16,1.2953,15.06,0.22,0.16,1727.199951,88.06999969
2012/11/30,8.079999924,8.140000343,8.039999962,8.076666832,3152400,0.16,1.301,15.87,0.23,0.16,1710.900024,88.91000366
2012/12/1,8.079999924,8.140000343,8.039999962,8.076666832,3152400,0.16,1.301,15.87,0.23,0.16,1710.900024,88.91000366
2012/12/3,8.113332748,8.133333206,7.936666965,7.96333313,4215600,0.16,1.3066,16.64,0.21,0.16,1719.599976,89.08999634
2012/12/4,7.96333313,8.053333282,7.956666946,8.053333282,3425400,0.16,1.3081,17.12,0.21,0.17,1694.400024,88.5
2012/12/5,8.063332558,8.086667061,7.880000114,7.889999866,7978500,0.16,1.3077,16.46,0.21,0.16,1692.400024,87.87999725
2012/12/6,7.889999866,7.940000057,7.81666708,7.896667004,6063300,0.16,1.2968,16.58,0.21,0.16,1700.300049,86.26000214
2012/12/7,7.936666965,7.973332882,7.866666794,7.903333187,2426100,0.16,1.2942,15.9,0.22,0.16,1704,85.93000031
2012/12/10,7.916666985,7.980000019,7.813333035,7.826666832,3657600,0.16,1.293,16.05,0.22,0.16,1713,85.55999756
2012/12/11,7.880000114,7.896667004,7.823332787,7.853332996,4221900,0.16,1.2992,15.57,0.23,0.17,1708.199951,85.79000092
2012/12/12,7.833333015,8.246666908,7.800000191,8.103333473,13678200,0.16,1.3038,15.95,0.24,0.17,1716.599976,86.76999664
2012/12/13,8.06000042,8.15333271,8.06000042,8.109999657,7057500,0.16,1.3077,16.56,0.25,0.16,1695.599976,85.88999939
2012/12/14,7.986667156,8.130000114,7.986667156,8.066666603,4687800,0.16,1.3134,17,0.27,0.17,1695.800049,86.73000336
2012/12/17,8.109999657,8.229999542,8.086667061,8.226667404,4197300,0.16,1.3169,16.34,0.26,0.16,1697,87.19999695
2012/12/18,8.203332901,8.409999847,8.156666756,8.40333271,5436000,0.16,1.3224,15.57,0.25,0.17,1669.5,87.93000031
2012/12/19,8.363332748,8.473333359,8.359999657,8.406666756,4451700,0.16,1.326,17.36,0.26,0.17,1666.5,89.51000214
2012/12/20,8.916666985,8.933333397,8.56000042,8.703332901,16182300,0.16,1.3224,17.67,0.25,0.17,1644.900024,90.12999725
2012/12/21,8.613332748,8.613332748,8.430000305,8.496666908,7628700,0.16,1.3166,17.84,0.25,0.17,1659.099976,88.66000366
2012/12/24,8.529999733,8.529999733,8.393333435,8.406666756,1526700,0.16,1.3179,17.84,0.25,0.18,1658.599976,88.61000061
2012/12/25,8.529999733,8.529999733,8.393333435,8.406666756,1526700,0.16,1.3179,17.84,0.25,0.18,1658.599976,88.61000061
2012/12/26,8.423333168,8.449999809,8.356666565,8.386667252,1869300,0.16,1.3228,19.48,0.25,0.17,1659.800049,90.98000336
2012/12/27,8.40333271,8.40333271,8.276666641,8.350000381,2443200,0.16,1.3228,19.47,0.23,0.17,1662.599976,90.87000275
2012/12/28,8.293333054,8.376667023,8.276666641,8.296667099,3764400,0.16,1.322,22.72,0.3,0.17,1654.900024,90.80000305
2012/12/31,8.293333054,8.343333244,8.25,8.329999924,2138400,0.16,1.3186,18.02,0.26,0.09,1674.800049,91.81999969
2013/1/1,8.293333054,8.343333244,8.25,8.329999924,2138400,0.14,1.3186,18.02,0.26,0.09,1674.800049,91.81999969
2013/1/2,8.470000267,8.586667061,8.426667213,8.586667061,3931800,0.14,1.3195,14.68,0.22,0.17,1687.900024,93.12000275
2013/1/3,8.583333015,8.876667023,8.423333168,8.793333054,10508700,0.14,1.311,14.56,0.22,0.17,1673.699951,92.91999817
2013/1/4,8.770000458,8.833333015,8.726667404,8.826666832,4151700,0.14,1.3047,13.83,0.24,0.16,1648.099976,93.08999634
2013/1/7,8.823332787,8.823332787,8.716667175,8.756667137,2588700,0.14,1.3099,13.79,0.24,0.16,1645.5,93.19000244
2013/1/8,8.726667404,8.746666908,8.649999619,8.699999809,2956500,0.14,1.3068,13.62,0.24,0.15,1661.5,93.15000153
2013/1/9,8.670000076,8.826666832,8.670000076,8.789999962,2744100,0.14,1.3078,13.81,0.24,0.14,1654.800049,93.09999847
2013/1/10,8.833333015,8.876667023,8.789999962,8.876667023,2791800,0.14,1.322,13.49,0.24,0.14,1677.300049,93.81999969
2013/1/11,8.826666832,8.869999886,8.800000191,8.859999657,2014500,0.14,1.3353,13.36,0.23,0.14,1660,93.55999756
2013/1/14,8.869999886,8.923333168,8.829999924,8.906666756,3189900,0.14,1.3369,13.52,0.22,0.14,1668.900024,94.13999939
2013/1/15,8.906666756,8.946666718,8.833333015,8.930000305,2401500,0.14,1.3342,13.55,0.21,0.15,1683.400024,93.27999878
2013/1/16,8.899999619,9.023332596,8.880000114,8.949999809,3312600,0.14,1.3305,13.42,0.22,0.14,1682.699951,94.23999786
2013/1/17,8.986666679,9.066666603,8.930000305,9.023332596,2881800,0.14,1.3356,13.57,0.23,0.14,1690.400024,95.48999786
2013/1/18,9.043333054,9.086667061,9.010000229,9.043333054,2079900,0.14,1.3303,12.46,0.22,0.14,1686.599976,95.55999756
2013/1/21,9.043333054,9.086667061,9.010000229,9.043333054,2079900,0.14,1.3303,12.46,0.22,0.14,1686.599976,95.55999756
2013/1/22,9.066666603,9.170000076,9.03666687,9.166666985,2913300,0.14,1.3304,12.43,0.22,0.14,1692.800049,96.23999786
2013/1/23,9.159999847,9.166666985,9.033332825,9.126667023,2578500,0.14,1.3308,12.46,0.22,0.13,1686.300049,95.23000336
2013/1/24,9.130000114,9.196666718,9.130000114,9.170000076,2312100,0.14,1.3378,12.69,0.22,0.15,1669.5,95.94999695
2013/1/25,9.233332634,9.239999771,9.123332977,9.233332634,1863600,0.14,1.3456,12.89,0.22,0.14,1656.400024,95.87999725
2013/1/28,9.210000038,9.303333282,9.176667213,9.260000229,2607600,0.14,1.3459,13.57,0.23,0.14,1652.400024,96.44000244
2013/1/29,9.236666679,9.329999924,9.216667175,9.300000191,3675600,0.14,1.3484,13.31,0.23,0.12,1660.699951,97.56999969
2013/1/30,9.276666641,9.333333015,9.256667137,9.323332787,2945700,0.14,1.3564,14.32,0.23,0.12,1679.900024,97.94000244
2013/1/31,9.260000229,9.496666908,9.133333206,9.43999958,6516600,0.14,1.3584,14.28,0.23,0.15,1660.599976,97.48999786
2013/2/1,9.539999962,9.686667442,9.470000267,9.546667099,5477400,0.15,1.3692,12.9,0.24,0.14,1669.400024,97.76999664
2013/2/4,9.523332596,9.53666687,9.373332977,9.453332901,3344400,0.15,1.3527,14.67,0.23,0.13,1675.300049,96.16999817
2013/2/5,9.529999733,9.640000343,9.423333168,9.603333473,4220400,0.15,1.3569,13.72,0.23,0.13,1672.400024,96.63999939
2013/2/6,9.546667099,9.676667213,9.5,9.666666985,3057000,0.15,1.3528,13.41,0.22,0.13,1677.699951,96.62000275
2013/2/7,9.656666756,9.763333321,9.609999657,9.753333092,2828100,0.15,1.3382,13.5,0.22,0.13,1670.400024,95.83000183
2013/2/8,9.800000191,9.829999924,9.71333313,9.823332787,2591400,0.15,1.3366,13.02,0.22,0.14,1666,95.72000122
2013/2/11,9.829999924,10.71666718,9.773332596,10.12666702,20122500,0.15,1.3414,12.94,0.2,0.14,1648.199951,97.02999878
2013/2/12,10.44333267,10.55000019,9.976667404,10.1833334,10155000,0.15,1.345,12.64,0.2,0.13,1648.699951,97.51000214
2013/2/13,10.14666653,10.5666666,10.14666653,10.55000019,9632100,0.15,1.3448,12.98,0.19,0.14,1644.199951,97.01000214
2013/2/14,10.50333309,10.50333309,10.13666725,10.19999981,16959300,0.15,1.3334,12.66,0.18,0.14,1634.699951,97.30999756
2013/2/15,10.18666744,10.60000038,10.17333317,10.35666656,8296800,0.15,1.3362,12.46,0.19,0.16,1608.800049,95.86000061
2013/2/18,10.18666744,10.60000038,10.17333317,10.35666656,8296800,0.15,1.3362,12.46,0.19,0.16,1608.800049,95.86000061
2013/2/19,10.41333294,10.5233326,10.36666679,10.49666691,3855000,0.15,1.3387,12.31,0.17,0.15,1603.599976,96.66000366
2013/2/20,10.46000004,10.50666714,10.32999992,10.35000038,4263600,0.15,1.335,14.68,0.17,0.15,1577.599976,94.45999908
2013/2/21,10.34333324,10.41333294,10.25,10.32666683,3233400,0.15,1.3204,15.22,0.16,0.16,1578.199951,92.83999634
2013/2/22,10.34666729,10.47999954,10.34333324,10.4533329,5220000,0.15,1.3166,14.17,0.16,0.16,1572.400024,93.12999725
2013/2/25,10.50666714,10.59333324,10.2733326,10.27666664,3538200,0.15,1.3172,18.99,0.17,0.15,1586.199951,93.11000061
2013/2/26,10.38000011,10.57666683,10.35333347,10.48333263,5543700,0.15,1.3054,16.87,0.15,0.14,1615.199951,92.62999725
2013/2/27,10.41666698,10.62666702,10.41666698,10.59666729,3050400,0.15,1.3104,14.73,0.18,0.14,1595.199951,92.76000214
2013/2/28,10.60000038,10.63333321,10.53999996,10.55333328,3492900,0.15,1.3079,15.51,0.18,0.14,1577.699951,92.05000305
2013/3/1,10.53333282,10.5666666,10.39333344,10.52666664,4839000,0.14,1.2988,15.36,0.17,0.14,1571.900024,90.68000031
2013/3/4,10.47999954,10.6833334,10.43666744,10.67666721,4885200,0.14,1.2996,14.01,0.17,0.16,1572.099976,90.12000275
2013/3/5,10.69333267,10.94333267,10.69333267,10.8166666,5757000,0.14,1.3019,13.48,0.2,0.15,1574.599976,90.81999969
2013/3/6,10.8166666,10.93000031,10.72333336,10.74333286,4283400,0.14,1.299,13.53,0.18,0.15,1574.599976,90.43000031
2013/3/7,10.76666737,10.79333305,10.65666676,10.66666698,4296000,0.14,1.3098,13.06,0.18,0.16,1574.800049,91.55999756
2013/3/8,10.74333286,10.78333282,10.65666676,10.67666721,3442500,0.14,1.2992,12.59,0.18,0.15,1576.599976,91.94999695
2013/3/11,10.67000008,10.7966671,10.64000034,10.77000046,2043000,0.14,1.3014,11.56,0.18,0.16,1577.800049,92.05999756
2013/3/12,10.6833334,10.74666691,10.66666698,10.69999981,2829000,0.14,1.3023,12.27,0.18,0.15,1591.5,92.54000092
2013/3/13,10.7033329,10.77999973,10.63666725,10.70666695,2876100,0.14,1.2949,11.83,0.19,0.14,1588.300049,92.51999664
2013/3/14,10.73333263,10.92666721,10.7266674,10.86666679,2539200,0.14,1.2974,11.3,0.18,0.15,1590.599976,93.02999878
2013/3/15,10.92333317,10.96333313,10.81000042,10.85666656,5337600,0.14,1.3076,11.3,0.19,0.16,1592.5,93.44999695
2013/3/18,10.72333336,10.82333279,10.66666698,10.77000046,2232600,0.14,1.2956,13.36,0.21,0.16,1604.599976,93.73999786
2013/3/19,10.77999973,10.80000019,10.4766674,10.66333294,4667100,0.14,1.2888,14.39,0.21,0.15,1611.300049,92.16000366
2013/3/20,10.68666744,10.73999977,10.62333298,10.64666653,4179900,0.14,1.295,12.67,0.21,0.15,1607.5,92.95999908
2013/3/21,10.61999989,10.7966671,10.61333275,10.68000031,3607200,0.14,1.2928,13.99,0.21,0.16,1613.800049,92.44999695
2013/3/22,10.72999954,10.81333256,10.66666698,10.78666687,2247900,0.14,1.2996,13.57,0.21,0.15,1606.199951,93.70999908
2013/3/25,10.81333256,10.90333271,10.67666721,10.71333313,2540100,0.14,1.2881,13.74,0.2,0.15,1604.599976,94.80999756
2013/3/26,10.76333332,10.84666729,10.74333286,10.83666706,2252400,0.14,1.2858,12.77,0.21,0.14,1595.800049,96.33999634
2013/3/27,10.72000027,10.83666706,10.64999962,10.79333305,2907900,0.14,1.2782,13.15,0.19,0.12,1606.199951,96.58000183
2013/3/28,10.76333332,10.80000019,10.7033329,10.76666737,3337200,0.14,1.2842,12.7,0.21,0.13,1594.800049,97.23000336
2013/3/29,10.76333332,10.80000019,10.7033329,10.76666737,3337200,0.14,1.2816,12.7,0.21,0.09,1594.800049,97.23000336
2013/4/1,10.76000023,10.83333302,10.65333271,10.67000008,2070600,0.15,1.2857,13.58,0.21,0.16,1600,97.06999969
2013/4/2,10.03666687,10.03666687,9.239999771,9.303333282,34330800,0.15,1.2836,12.78,0.21,0.15,1575.099976,97.19000244
2013/4/3,9.336667061,9.533332825,9.289999962,9.423333168,11937300,0.15,1.2847,14.21,0.22,0.14,1552.800049,94.44999695
2013/4/4,9.46333313,9.623332977,9.443332672,9.523332596,7059600,0.15,1.2854,13.89,0.21,0.14,1551.800049,93.26000214
2013/4/5,9.453332901,9.630000114,9.453332901,9.586667061,7433700,0.15,1.3027,13.92,0.21,0.15,1575.400024,92.69999695
2013/4/8,9.590000153,9.670000076,9.503333092,9.666666985,4312200,0.15,1.3008,13.19,0.21,0.15,1572,93.36000061
2013/4/9,9.696666718,9.716667175,9.449999809,9.583333015,5419800,0.15,1.3092,12.84,0.22,0.15,1586.199951,94.19999695
2013/4/10,9.569999695,9.670000076,9.569999695,9.666666985,6085500,0.15,1.306,12.36,0.21,0.15,1558.300049,94.63999939
2013/4/11,9.659999847,9.806667328,9.636667252,9.723333359,5263500,0.15,1.3124,12.24,0.21,0.15,1564.300049,93.51000214
2013/4/12,9.703332901,9.739999771,9.636667252,9.726667404,3656700,0.15,1.3094,12.06,0.22,0.15,1501,91.29000092
2013/4/15,9.666666985,9.760000229,9.510000229,9.513333321,2929500,0.15,1.3082,17.27,0.22,0.15,1360.599976,88.70999908
2013/4/16,9.563332558,9.616666794,9.390000343,9.546667099,3722400,0.15,1.3141,13.96,0.22,0.15,1386.800049,88.72000122
2013/4/17,9.386667252,9.533332825,9.386667252,9.433333397,5097000,0.15,1.3049,16.51,0.22,0.15,1382.199951,86.68000031
2013/4/18,9.5,9.510000229,9.260000229,9.313332558,4471200,0.15,1.3072,17.56,0.23,0.15,1392,87.73000336
2013/4/19,9.34666729,9.369999886,9.28666687,9.323332787,4723500,0.15,1.3066,14.97,0.23,0.15,1395.300049,88.01000214
2013/4/22,9.31000042,9.399999619,9.156666756,9.383333206,7539900,0.15,1.305,14.39,0.23,0.15,1421,88.76000214
2013/4/23,9.413332939,9.523332596,9.383333206,9.489999771,4852200,0.15,1.3012,13.48,0.23,0.14,1408.599976,89.18000031
2013/4/24,9.473333359,9.553333282,9.210000038,9.399999619,6661500,0.15,1.2997,13.61,0.22,0.13,1423.400024,91.43000031
2013/4/25,9.456666946,9.636667252,9.399999619,9.576666832,6108900,0.15,1.3004,13.62,0.23,0.13,1461.800049,93.63999939
2013/4/26,9.590000153,9.676667213,9.553333282,9.636667252,3747000,0.15,1.3024,13.61,0.23,0.13,1453.599976,93
2013/4/29,9.673333168,9.723333359,9.626667023,9.699999809,3910500,0.15,1.309,13.71,0.22,0.13,1467.400024,94.5
2013/4/30,9.670000076,9.826666832,9.670000076,9.826666832,5244600,0.15,1.3168,13.52,0.22,0.14,1472.199951,93.45999908
2013/5/1,9.779999733,9.840000153,9.699999809,9.75,2758200,0.11,1.3192,14.49,0.21,0.14,1446.300049,91.02999878
2013/5/2,9.760000229,9.993332863,9.736666679,9.989999771,4309500,0.11,1.3066,13.59,0.22,0.15,1467.699951,93.98999786
2013/5/3,10.05333328,10.17666721,10.05333328,10.15333271,8183400,0.11,1.3112,12.85,0.23,0.14,1464.300049,95.61000061
2013/5/6,10.17666721,10.2266674,10.04333305,10.0466671,3899700,0.11,1.3067,12.66,0.23,0.14,1468.099976,96.16000366
2013/5/7,10.06999969,10.15666676,10.06000042,10.07333279,4406700,0.11,1.3085,12.83,0.24,0.12,1449,95.62000275
2013/5/8,10.07333279,10.2033329,10.00666714,10.18000031,3673500,0.11,1.3177,12.66,0.24,0.12,1473.900024,96.62000275
2013/5/9,10.16666698,10.18666744,10.0466671,10.07666683,3295800,0.11,1.3105,13.13,0.24,0.12,1468.800049,96.38999939
2013/5/10,10.06000042,10.19999981,10.01666737,10.16666698,4205400,0.11,1.2955,12.59,0.24,0.12,1436.800049,96.04000092
2013/5/13,10.16333294,10.23333263,10.07666683,10.15999985,2790300,0.11,1.2981,12.55,0.23,0.12,1434.5,95.16999817
2013/5/14,10.14333344,10.37666702,10.14333344,10.30666733,3823500,0.11,1.2969,12.77,0.22,0.11,1424.699951,94.20999908
2013/5/15,10.2966671,10.4333334,10.24666691,10.37666702,3790200,0.11,1.2857,12.81,0.23,0.12,1396.5,94.30000305
2013/5/16,10.33333302,10.38333321,10.22999954,10.25333309,3152100,0.11,1.2898,13.07,0.24,0.11,1387.099976,95.16000366
2013/5/17,10.26000023,10.44666672,10.16666698,10.42000008,6972300,0.11,1.2818,12.45,0.23,0.1,1364.900024,96.01999664
2013/5/20,10.39999962,10.5,10.34666729,10.44666672,3033000,0.11,1.2865,13.02,0.22,0.1,1384.300049,96.70999908
2013/5/21,10.41666698,10.50666714,10.35666656,10.39666653,3240900,0.11,1.291,13.37,0.23,0.09,1377.800049,96.16000366
2013/5/22,10.13000011,10.56333256,10.11333275,10.32666683,9169800,0.11,1.2864,13.82,0.23,0.08,1367.599976,94.27999878
2013/5/23,10.23666668,10.32333279,10.13000011,10.30666733,6631800,0.11,1.2944,14.07,0.22,0.08,1392,94.25
2013/5/24,10.26000023,10.2733326,10.10333347,10.23999977,3030300,0.11,1.292,13.99,0.23,0.09,1386.800049,94.15000153
2013/5/27,10.26000023,10.2733326,10.10333347,10.23999977,3030300,0.11,1.292,13.99,0.23,0.09,1386.800049,94.15000153
2013/5/28,10.40333271,10.55333328,10.32666683,10.48999977,4898700,0.11,1.287,14.48,0.22,0.09,1379.099976,95.01000214
2013/5/29,10.5,10.60000038,10.42000008,10.52999973,4981200,0.11,1.2944,14.83,0.23,0.08,1391.300049,93.12999725
2013/5/30,10.51000023,10.8166666,10.44666672,10.71666718,4154400,0.11,1.3042,14.53,0.23,0.08,1411.5,93.61000061
2013/5/31,10.70666695,10.77000046,10.48666668,10.48666668,4959300,0.11,1.2988,16.3,0.24,0.09,1392.599976,91.97000122
2013/6/1,10.70666695,10.77000046,10.48666668,10.48666668,4959300,0.09,1.2988,16.3,0.24,0.09,1392.599976,91.97000122
2013/6/3,10.48666668,10.53333282,10.17666721,10.35333347,3925500,0.09,1.3098,16.28,0.22,0.1,1411.699951,93.44999695
2013/6/4,10.39333344,10.50333309,10.25,10.27999973,4083900,0.09,1.3075,16.27,0.23,0.11,1397.099976,93.30999756
2013/6/5,10.34000015,10.39999962,10.19666672,10.34666729,4511700,0.09,1.3088,17.5,0.22,0.09,1398.400024,93.73999786
2013/6/6,10.38000011,10.61999989,10.35666656,10.61666679,3334500,0.09,1.3248,16.63,0.22,0.1,1415.699951,94.76000214
2013/6/7,10.7266674,10.96333313,10.64666653,10.96000004,3881700,0.09,1.3242,15.14,0.24,0.09,1383,96.02999878
2013/6/10,11,11.14333344,10.85999966,10.97333336,3351600,0.09,1.3234,15.44,0.22,0.09,1386.199951,95.76999664
2013/6/11,10.82333279,10.84666729,10.65666676,10.70666695,3569700,0.09,1.3278,17.07,0.22,0.09,1377,95.37999725
2013/6/12,10.72333336,10.75666714,10.43999958,10.44666672,3860100,0.09,1.3354,18.59,0.22,0.08,1391.800049,95.87999725
2013/6/13,10.39999962,10.91333294,10.39666653,10.85999966,6565800,0.09,1.3314,16.41,0.22,0.09,1377.599976,96.69000244
2013/6/14,10.88666725,10.98666668,10.77999973,10.86666679,2973900,0.09,1.333,17.15,0.22,0.1,1387.300049,97.84999847
2013/6/17,10.9533329,11.09000015,10.86666679,11.01333332,2410800,0.09,1.3341,16.8,0.22,0.11,1382.800049,97.76999664
2013/6/18,10.99333286,11.11666679,10.98333263,11.06333256,2980800,0.09,1.3407,16.61,0.22,0.12,1366.599976,98.44000244
2013/6/19,11.03333282,11.03999996,10.88000011,10.90333271,2925000,0.09,1.3404,16.64,0.22,0.1,1373.599976,98.23999786
2013/6/20,10.83666706,10.99666691,10.75,10.91666698,5862300,0.09,1.3214,20.49,0.22,0.1,1285.900024,95.40000153
2013/6/21,11.01333332,11.01666737,10.80333328,10.85666656,8353500,0.09,1.3113,18.9,0.22,0.1,1291.599976,93.69000244
2013/6/24,10.80666733,10.85666656,10.50666714,10.61666679,3535500,0.09,1.3091,20.11,0.22,0.1,1276.800049,95.18000031
2013/6/25,10.66333294,10.87666702,10.64333344,10.78333282,4276800,0.09,1.308,18.47,0.22,0.09,1274.800049,95.31999969
2013/6/26,10.90333271,10.94666672,10.77000046,10.81000042,5273100,0.09,1.3006,17.21,0.22,0.09,1229.599976,95.5
2013/6/27,10.89000034,10.96000004,10.81000042,10.9533329,3556500,0.09,1.3016,16.86,0.21,0.09,1211.400024,97.05000305
